,Unnamed: 0,roles,companies,locations,experience,skills
740,740,Data Scientist and Data Engineer,Squircle IT Consulting Services Pvt Ltd,Chennai,3-7 Yrs,"Product management
Algorithms
Prototype
Data modeling
Machine learning
Algorithm development
Grammar
Subject Matter Expert"
741,741,Data Scientist / Data Engineer,FISSION COMPUTER LABS PRIVATE LIMITED,"Hyderabad/Secunderabad
(WFH during Covid)",6-10 Yrs,"Hadoop
Spark
Data Analytics
IT Skills
Java
Python
Machine Learning
Cloud"
742,742,Python Data Engineer / Data Scientist,TeamPlus Staffing Solution Pvt Ltd,remote,5-8 Yrs,"Client handling
Data analysis
Statistics
Python"
743,743,Senior Data Scientist,MetLife,Hyderabad/Secunderabad,5-8 Yrs,"Data Science
Hadoop
Advanced Analytics
Big Data
Lead Data Scientist
Machine Learning
Statistical Analysis
Deep Learning"
744,744,Senior Data Scientist,Dream11,Mumbai,4-9 Yrs,"Data analysis
Backend
cassandra
MySQL
Machine learning
Data processing
MongoDB
RPM"
745,745,Sr. Cloud Data Scientist,Intuitive.Cloud,Remote,3-5 Yrs,"Azure
GCP
SQL
AWS
Python
IT Skills
Data Science
Machine Learning"
746,746,Senior Data Scientist (Applied Scientist),Dream11,Mumbai,3-7 Yrs,"Data analysis
Backend
nginx
cassandra
MySQL
Machine learning
MongoDB
RPM"
747,747,Senior Data Scientist,Finbots.AI,Hyderabad/Secunderabad,5-10 Yrs,"Data Science
Machine Learning
Deep Learning
IT Skills
Java
Python
Cloud
Big Data"
748,748,Senior Data Scientist,CMM5 Level MNC - Permanent - Pan India,"Noida, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)
(WFH during Covid)",6-11 Yrs,"Machine Learning
Artificial Intelligence
NLP
IT Skills
Natural Language Processing"
749,749,Senior Data Scientist,Applied Data Finance,Chennai,3-7 Yrs,"MySQL Object Oriented program
g Python query language Python"
750,750,Senior Data Scientist,Kyndryl,Hyderabad/Secunderabad,5-9 Yrs,"Computer science
Version control
data science
Coding
Project management
Analytical
Machine learning
Monitoring"
751,751,Senior Data Scientist,Snaphunt,Ahmedabad,6-11 Yrs,"Data Science
Algorithms
Segmentation
Spark
Clustering
Machine Learning
AWS
Numpy"
752,752,Senior Data Scientist,In2M Technologies Pvt Ltd,Mumbai,5-10 Yrs,"IT Skills
Java
Python
Testing
Data Science
Machine Learning
Computer science
Statistical modeling"
753,753,Senior Data Scientist,Wolters Kluwer,"Mumbai, Pune",5-9 Yrs,"Computer science
Text mining
Mining
Operations research
data science
Machine learning
Data collection
data visualization"
754,754,Sr . Data Scientist,Qventus,REMOTE,5-9 Yrs,"Computer science
Operations research
data science
Artificial Intelligence
Machine learning
Healthcare
Natural language processing
Operations"
755,755,Sr Data Scientist,"Hims & Hers - Hims, Inc.",Remote,5-8 Yrs,"Computer science
Data analysis
Image processing
Project management
Machine learning
Healthcare
Genetics
Monitoring"
756,756,Senior Data Scientist Pan india,Impact Analytics,Remote,2-4 Yrs,"Computer science
deep learning
Statistical analysis
Analytical
Machine learning
Data mining
Business applications
Predictive analytics"
757,757,Senior Data Scientist,iSOCRATES,Mysore/Mysuru,8-13 Yrs,"Automation
Data modeling
MySQL
Consulting
Oracle
Business intelligence
SQL
CRM"
758,758,Sr . CX Data Scientist,Logitech G,Chennai,5-8 Yrs,"Mining
Computer science
Interpersonal skills
Social media
Machine learning
Data collection
Mathematics
Forecasting"
759,759,Senior Data Scientist,quora,Remote,1-3 Yrs,"Data Science
R
Data Scientist
Machine Learning
Analytics
Python"
760,760,Devoted Health - Senior Data Scientist,Devoted Health,Remote,4-8 Yrs,"Statistical analysis
Analytical
CMS
Healthcare
Predictive modeling
Operations
SQL
Python"
761,761,Sr . Data Scientist,Claim Genius India Pvt. Ltd.,"Nagpur, Hyderabad",7-8 Yrs,"Computer vision
Claims
Coding
Neural networks
Machine learning
Algorithm development
Data structures
Open source"
762,762,Senior Data Scientist,Socure India,Chennai,3-7 Yrs,"Computer science
Data modeling
Social media
Machine learning
Workflow
Data mining
Distribution system
Monitoring"
763,763,Senior Data Scientist - AI Research,Persistent,Pune,4-9 Yrs,"IT Skills
Python
Data Science
Machine Learning
Artificial Intelligence
Computer science
Neural networks
Data structures"
764,764,IDSI - Sr. Data Scientist,Vasudha Business Solutions,Chandigarh,7-12 Yrs,"Computer science
SAN
Data management
SOC
SMS
MATLAB
Monitoring
SQL"
765,765,Senior Data Scientist,Easebuzz Private Limited,Pune,1-6 Yrs,"Data Science
Predictive Modeling
Data Scientist
Neural Networks
Data Analysis
Data Mining
Data Visualization
Machine Learning"
766,766,Sr Data Scientist,DANTA TECHNOLOGIES,Remote,2-7 Yrs,"Script Automation
Python
Excel
Presentation
Communication
Tableau
Jupyter Notebooks
SQL"
767,767,Senior Data Scientist,Ericsson Global Services,Chennai,10-12 Yrs,"R
Algorithms
Open Source
Data Scientist
Neural Networks
Machine Learning
Python"
768,768,SENIOR DATA SCIENTIST,Valiance Solutions,Remote,2-4 Yrs,"python
ML
Scikit
Tensorflow
SQL
IT Skills
Data Science
Cloud"
769,769,Senior Data Scientist,Aera Technology,Pune,5-10 Yrs,"IT Skills
Python
Software Development
Data Science
Machine Learning
algorithms
SAN
Data analysis"
770,770,Immediate Hiring / Senior Data Scientist,Cognome India Pvt. Ltd.,"Kolkata
(WFH during Covid)",3-8 Yrs,"IT Skills
Java
Python
Testing
Quality Assurance
Data Science
Machine Learning
Tensorflow"
771,771,Senior Data Scientist,My Ally,Hyderabad,5-10 Yrs,"Computer science
Prototype
Coding
Django
Analytical
Artificial Intelligence
Web development
Machine learning"
772,772,Senior Data Scientist,Opscruise,Chennai,5-10 Yrs,"Assurance
Networking
GCP
Machine learning
Javascript
Instrumentation
Pattern recognition
Oracle"
773,773,Senior Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,"Chennai
(WFH during Covid)",5-10 Yrs,"Data analysis
Tableau
Azure
spark
data mining
GCP
Kafka
Power BI"
774,774,Senior Data Scientist,Peak,Mumbai,3-8 Yrs,"Data Science
Communication Skills
Written Communication
Data Scientist
Natural Language Processing
Data Mining
Data Analytics
Statistical Modelling"
775,775,Senior Data Scientist- Consulting,MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,Remote,3-5 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Tableau"
776,776,Senior Data Scientist,JoinHandsHR,Mumbai,3-8 Yrs,"Data Scientist
Data Analyst"
777,777,Senior Data Scientist ML & NLP expert,SG Analytics Pvt Ltd,Pune,5-10 Yrs,"Data Science
Nlp
Algorithms
Data Scientist
Natural Language Processing
Neural Networks
Computer Vision
Data Analytics"
778,778,Sr. Data Scientist,SoulPage IT,Hyderabad/Secunderabad,4-6 Yrs,"IT Skills
Python
Data Science
Machine Learning
Big Data
deep learning
metadata
System programming"
779,779,Senior Data Scientist / Algorithms Specialist,amylogic,Jaipur,4-6 Yrs,"Algorithms
SAS
Web analytics
MySQL
Tools
J2Ee
Informatica
Oracle"
780,780,Senior Data Scientist,lgoAnalytics,Pune,3-4 Yrs,"data science
Bfsi
Senior
Machine learning
Writing
Service
Time
Statistics"
781,781,Senior Data Scientist,Mom Project,Remote,2-7 Yrs,"Product management
data science
Analytical
Machine learning
Flex
Equity
MOM
microsoft"
782,782,Senior Data Scientist (Applied),CADENCE PARTNERS LLP,Dehradun,2-4 Yrs,"Data Science
Machine Learning
Deep Learning"
783,783,Senior Data Scientist (theoretical),CADENCE PARTNERS LLP,Dehradun,2-4 Yrs,"Data Science
Artificial Intelligence
Machine Learning
IT Skills
Exploratory Data Analysis
Algebra
Calculus
Legal Compliance"
784,784,Sr . Field Data Scientist,Domino Data Lab,Remote,3-8 Yrs,"Data Science
Product Management
Data Scientist
Statistical Modeling
Data Analysis
Spark
Machine Learning
Deep Learning"
785,785,Senior Operational Researcher / Data Scientist,Prodair Airproducts Pvt Ltd,Pune,2-7 Yrs,"R
Machine Learning
Python
Predictive Modeling
Algorithm Development
Artificial Intelligence
Natural Language Processing
Classification"
786,786,Senior Data Scientist - Emerging Technology,Customized Energy Solutions,Pune,4-5 Yrs,"Health insurance
operational support
ISO
Financial analysis
Analytical
Machine learning
MWS
Support services"
787,787,"Senior Data Scientist, Pan India",Lendingkart Finance Limited,remote,1-5 Yrs,"Logistic Regression
Credit Underwriting
Machine Learning
Python
Sql"
788,788,Senior Data Scientist,ecolab,Pune,6-8 Yrs,"Computer science
data science
Analytical
Test design
Healthcare
Wellness
Data mining
SQL"
789,789,Senior Data Scientist,Oportun,"Chennai
(WFH during Covid)",3-8 Yrs,"Numpy
Python
Panda
IT Skills
Machine Learning
Cloud
Big Data
AWS"
790,790,Senior Data Scientist,Intellithink,Chennai,2-5 Yrs,"R
REST
Learning
APIs
SQL
Python
IT Skills
Machine Learning"
791,791,Senior Data Scientist,Snaphunt,Remote,3-8 Yrs,"Data Science
Algorithms
Data Structures
Advanced Analytics
Machine Learning
Statistical Analysis
Statistics
Linear Algebra"
792,792,Senior Data Scientist,XYENTA LIMITED,Remote,4-7 Yrs,"data science
System integration
Actuarial
Data mining
big data
Financial services
Analytics
SQL"
793,793,Senior Data Scientist (FullStack Dev Ops),Wolters Kluwer,Pune,6-11 Yrs,"Maven
LDAP
Shell scripting
Disaster recovery
Agile
Data structures
HTML
Scrum"
794,794,Senior Data Scientist,Cubic Transportation,Hyderabad/Secunderabad,6-8 Yrs,"Data analysis
SAP
Networking
Data modeling
Enterprise applications
Oracle
Information technology
SQL"
795,795,Sr Data Scientist,Microsoft,Hyderabad/Secunderabad,5-9 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Cloud
Program Management
Cloud computing"
796,796,SENIOR DATA SCIENTIST ( DEEP LEARNING / NLP ),Augusta Infotech,"Mumbai, Pune",10-13 Yrs,"Training
deep learning
Backend
Linux
Artificial Intelligence
Machine learning
Deployment
Research"
797,797,Data Scientist: Artificial Intelligence,IBM,Bengaluru/Bangalore,3-7 Yrs,"Java
Scrum
Tableu
DevOps
SAFe agile
Python
PowerBI
Tableau"
798,798,Data Scientist: Artificial Intelligence,IBM,Bengaluru/Bangalore,4-6 Yrs,"IT Skills
Java
Python
Artificial Intelligence
Big Data
Automation
NoSQL
Scheduling"
799,799,Data Scientist: Artificial Intelligence,IBM,Bengaluru/Bangalore,4-7 Yrs,"Automation
Usage
cassandra
Artificial Intelligence
Agile
Workflow
Scheduling
Scrum"
800,800,Data Scientist,GSK India,Bangalore/Bengaluru,6-11 Yrs,"R
Python
Apache Spark
NLP
Artificial Intelligence
Statistical Modeling
Text Mining
Information Retrieval"
801,801,Data Scientist: Artificial Intelligence,IBM,Bengaluru/Bangalore,3-7 Yrs,"python
flask
Vertex AI
Apache spark
GCP
python frameworks
NLP
spacy"
802,802,Data Scientist: Advanced Analytics,IBM,Bangalore/Bengaluru,4-8 Yrs,"IT Skills
Data Science
Base SAS
Interpersonal skills
SAS
Time management
MIS
Analytical"
803,803,Data Scientist: Artificial Intelligence,IBM,Bangalore/Bengaluru,4-8 Yrs,"IT Skills
Cloud
Interpersonal skills
IVR
Time management
Creative designing
Infrastructure
Telecommunication"
804,804,Data Scientist with R,TCS,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",3-8 Yrs,"Big Data platforms
analytical
Sales
AWS cloud
machine learning modelling
R SQL
IT Skills
Machine Learning"
805,805,Data Scientist,Philips India Limited,Bangalore/Bengaluru,2-5 Yrs,"Computer science
Computer vision
Publishing
Front end
Image processing
Machine learning
Healthcare
Oncology"
806,806,Data Scientist: Advanced Analytics,IBM,Bangalore/Bengaluru,3-7 Yrs,"Amazon Connect
AWS CloudWatch
Amazon Transcribe
AWS Step functions
RDS
Amazon Polly
Node js
Lambda"
807,807,"Data Scientist, Customer Obsession",Uber,Bangalore/Bengaluru,1-4 Yrs,"Computer science
Backend
Machine learning
Workflow
Customer support
Product design
Natural language processing
Engineering Design"
808,808,Data Scientist - Pre - Sales,Persistent,Bangalore/Bengaluru,2-3 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Azure
Front end"
809,809,Data scientist,IBM,Bengaluru/Bangalore,4-7 Yrs,"IT Skills
Python
Software Development
Machine Learning
Training
Usage
github
Statistical analysis"
810,810,Sr. Associate Data Scientist,CHANGE LEADERS CONSULTING,Bangalore/Bengaluru,2-5 Yrs,"Deep learing
Machine learning
Python
R"
811,811,Data Scientist - IBM Client Engineering Team,IBM,Mumbai,10-15 Yrs,"Automation
Analytical
Consulting
Machine learning
Healthcare
Presales
Business solutions
Business continuity"
812,812,Data Engineer/Scientist,Snaphunt,"Delhi / NCR, Remote",2-7 Yrs,"CICD
Unix
Linux
big data analytics
SQL
Python
IT Skills
Testing"
813,813,Junior / Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,Mumbai,2-7 Yrs,"Data Science
Business Intelligence
R
SAS
Data Scientist
Data Management
Data Mining
Tableau"
814,814,Junior/Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"R
SPSS
Python
Business Intelligence
SAS
Data Management
Data Mining
Tableau"
815,815,Junior/ Senior Data Scientist - Consulting Firm,Huquo Consulting Pvt. Ltd,Mumbai,2-7 Yrs,"Data Science
Business Intelligence
SAS
Data Scientist
Data Management
Data Mining
Tableau
Data Analytics"
816,816,Junior/Senior Data Scientist,Huquo Consulting Pvt. Ltd,Mumbai,1-6 Yrs,"Data Science
Business Intelligence
SAS
Data Scientist
Data Management
Data Mining
Tableau
Data Analytics"
817,817,Lead Data Scientist,Dream11,Mumbai,5-8 Yrs,"deep learning
Backend
nginx
cassandra
MySQL
Machine learning
MongoDB
RPM"
818,818,Lead Data Scientist,Joveo,Hyderabad/Secunderabad,3-8 Yrs,"IT Skills
Python
Data Science
Machine Learning
AWS
Computer science
deep learning
Talent sourcing"
819,819,Lead Data Scientist - KYC/Fraud Detection,Tide Software,Hyderabad/Secunderabad,5-7 Yrs,"IT Skills
Python
Software Development
Machine Learning
Cloud
AWS
Data Science
Business Intelligence"
820,820,Lead Data Scientist (Machine Learning),Dream11,Mumbai,5-8 Yrs,"Backend
nginx
cassandra
MySQL
Machine learning
Manager Technology
MongoDB
RPM"
821,821,Lead Data Scientist,ATYETI,Pune,3-10 Yrs,"Data Science
Software Development
Data Engineering
Data Scientist
Data Analysis
Data Visualization
Machine Learning
Deep Learning"
822,822,Lead Data Scientist,Tide Software,Hyderabad/Secunderabad,5-7 Yrs,"IT Skills
Python
Software Development
Machine Learning
Cloud
AWS
Data Scientist
Natural Language Processing"
823,823,Lead - Data Scientist,BigTapp Analytics Pte Ltd,Chennai,5-7 Yrs,"SAS
Java
Hadoop
analytical
data visualization
Cassandra
SPSS
C++"
824,824,Lead Data Scientist - Machine learning | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Machine Learning
AWS
Python"
825,825,Lead Data Scientist | Advance Auto Parts,TALENT500 TECH (INDIA) PRIVATE LIMITED,Hyderabad/Secunderabad,8-11 Yrs,"Data Science
Machine Learning
Python"
826,826,Lead Data Scientist,Bit Brothers Tech Pvt Ltd,Mumbai,4-6 Yrs,"Computer science
Statistical analysis
Data management
data science
Machine learning
Data quality
Data mining
MATLAB"
827,827,Lead Data Scientist,Prevalent AI India Private Limited,"Kochi, Kakinada",7-12 Yrs,"Solution architecture
Team management
Prototype
Machine learning
Engineering Manager
Workflow
Data mining
Analytics"
828,828,Lead Data Scientist,DemandMatrix,Pune,5-7 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Cloud
AWS
TAM"
829,829,VP - Lead Data Scientist,Morgan Stanley,Mumbai,5-10 Yrs,"Computer science
Data analysis
Legal compliance
Analytical
Risk assessment
Machine learning
Risk management
SDLC"
830,830,Lead Data Scientist,Essentially AI Private Limted,Mumbai (All Areas),7-12 Yrs,"Pytorch
Cnn
Rnn
Lstm
Artificial Intelligence
Neural Networks
Keras
Computer Vision"
831,831,Lead Data Scientist-New Frontiers,idfc first bank,Remote,4-8 Yrs,"Graphics
data science
Data modeling
Analytical
Machine learning
Data structures
Business modeling
Data analytics"
832,832,Lead Data Scientist,iLink Digital,Pune,6-8 Yrs,"Telecom
SAN
Cloud computing
SMS
Healthcare
MATLAB
ASP
Analytics"
833,833,Hiring For Lead Data Scientist,Impact Guru,"Thane, Navi Mumbai, Mumbai (All Areas)",5-9 Yrs,"Data Science
Predictive Modeling
NLP
Data Scientist
Classification
Data Modeling
ML
Predictive Analytics"
834,834,Lead Data Scientist,Tide Software,Hyderabad,1-6 Yrs,"IT Skills
Data Science
DevOps
Project Management
Big Data
AWS
BPO
Backend"
835,835,Lead Data Scientist,DeepQuanty Artificial Intelligence Labs,Chennai,3-8 Yrs,"TensorFlow
TPUs
OpenCV
machine learning
PyTorch
Python
GPUs
IT Skills"
836,836,Lead Data Scientist - Computer Vision,Michelin,Pune,3-7 Yrs,"Training
Computer vision
deep learning
SUB
Machine learning
Cloud
Deployment
application architecture"
837,837,Lead Data Scientist,KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,"Chennai, Coimbatore",9-14 Yrs,"UMAP
Logility
APS
kNN
tSNE
Anaplan
Oracle VCP
JDA ESP"
838,838,Lead Data Scientist,Egnify Technologies,Hyderabad/Secunderabad,6-11 Yrs,"IT Skills
Python
Data Science
Machine Learning
Computer science
deep learning
Statistical analysis
Data analytics"
839,839,Data Scientist Senior,mPokket,Kolkata,5-10 Yrs,"Computer science
Operations research
SAS
Analytical
PHP
Econometrics
Operations
Analytics"
840,840,"Data Scientist ( ML, AI, Hadoop, Python, SQL Bigdata) All must",Career Trackers and Consulting,Gurgaon/Gurugram,3-8 Yrs,"Data Scientist
Machine Learning
Python
Data Science
Artifical Intelligence
Hadoop
Big Data
HDFS"
841,841,"Data Scientist ( ML, AI, Hadoop, Python, SQL Bigdata) All must",Career Trackers and Consulting,Gurgaon/Gurugram,3-8 Yrs,"Data Scientist
Machine Learning
Python
Data Science
Artifical Intelligence
Hadoop
Big Data
HDFS"
842,842,Data Scientist,NKRAFTERZ,Bangalore/Bengaluru,3-5 Yrs,"Tableau
App Analytics
Marketing analytics
Microsoft BI
R
Conjoint Analysis
SQL
Market Research"
843,843,Data Scientist role,Mount Talent Consulting Private Limited,"Noida, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",1-3 Yrs,"SQL
Python
Tensorflow
Pyspark
SAS
Advanced Analytics
Keras
Knime"
844,844,Data Scientist (Machine Learning /AI),Mastermind Network,"Gurgaon/Gurugram
(WFH during Covid)",4-6 Yrs,"Tensorflow
Pytorch
deep learning
python
data science
Artificial Intelligence
decision trees
Natural Language Processing"
845,845,Data scientist (WFH),SPM HR SOLUTIONS,Bangalore/Bengaluru,8-8 Yrs,"Data Engineering
Data Analytics
Python
IT Skills
Testing
Credit Scoring
Customer Segmentation
Banking"
