,roles,companies,locations,experience,skills
712,ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,Blocklogy Edutech,Mumbai,1-3 Yrs,"E-learning
C++
Coding
Artificial Intelligence
Machine learning
Pattern recognition
Open source
Data mining"
713,Machine Learning Expert,Connecting 2 Work,Trivandrum,2-6 Yrs,"Training
deep learning
Linux
Opencv
Machine learning
Deployment
Data quality
Hardware"
714,"Assistant Professor -Artificial Intelligence, Machine Learning",Woxsen University,Hyderabad,2-5 Yrs,"Student counseling
Research Student
Publishing
Artificial Intelligence
Machine learning
Scheduling
Assistant Professor
Research"
715,Machine Learning Developer,T & A Solutions,Mohali,1-5 Yrs,"Unix
Computer science
Software design
Data analysis
Machine learning
System design
Data structures
Data mining"
716,Node JS Python Developer - Machine Learning,Primestar HR Placement Consultancy,Mumbai,2-3 Yrs,"Computer science
Socket programming
Backend
Front end
Web technologies
Application programming
Web application
Machine learning"
717,Machine Learning Algorithm Developer,Machinellium Mavericks Projects and Consultants,Hyderabad,3-6 Yrs,"Machine Learning Algorithm Developer
Java
algorithms
c
analytical
Hadoop
developing
develop"
718,Machine Learning Developer,BRINGLE EXCELLENCE,Thane,2-4 Yrs,"Unix
Algorithms
Linux
Machine learning
Written communication
Tools
Natural language processing
J2Ee"
719,Machine Learning Algorithm Developer,Machinellium Mavericks Projects and Consultants,Hyderabad,3-6 Yrs,"Analytical skills
C++
Debugging
Machine learning
Hadoop
Programming
Research
Troubleshooting"
720,Position : Machine Learning Algorithm Developer,Machinellium Mavericks Projects and Consultants,not specified,2-5 Yrs,"Analytical skills
C++
Algorithms
Debugging
Machine learning
Research
Troubleshooting skills
Business Executive"
721,Microsoft Azure Machine Learning Application Lead,Accenture,Hyderabad/Secunderabad,8-10 Yrs,"AML
Big DataPython
Azure Cognitive Services
Powershell
Machine Learning
DSVM
Microsoft Azure Machine Learning
Azure Cloud"
722,Jr. Machine Learning Developer / Python Software Developer,Capital Placement Services,Chandigarh,2-5 Yrs,"Computer science
Backend
HP data protector
Django
Machine learning
Manager Technology
Data structures
Selenium"
723,Machine Learning Developer (Production Support),Kinaxis,Chennai,1-2 Yrs,"Communication Skills
Algorithms
Software Engineering
Data Structures
Technical Support
Aws
Machine Learning
Python"
724,Programmer Analyst NLP / Machine Learning,Logica Infotech,Kolkata,5-10 Yrs,"SAN
Programmer Analyst
SAP
Data modeling
Machine learning
MySQL
Predictive modeling
Oracle"
725,Product Manager- Artificial Intiligence/Machine Learning-(AI-ML),Pioneer Manpower Solutions,Bangalore/Bengaluru,6-10 Yrs,"Product Manager
Machine Learning
Artificial Intiligence
IT Skills
Data Science
Cloud
Product Management
Program Management"
726,Lead - Artificial Intelligence & Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,Bangalore/Bengaluru,15-21 Yrs,"Data Science
Artificial Intelligence
Machine Learning"
727,Lead - Artificial Intelligence & Machine Learning,Search Advisers Services ( GUJ ) Pvt. Ltd.,Bangalore/Bengaluru,15-21 Yrs,"Data Science
Artificial Intelligence
Machine Learning"
728,Technical Architect - AI/Machine Learning Algorithms,imdNEXT Consulting Services,Chennai,10-12 Yrs,"AI
Machine Learning Algorithms
ML
Tensorflow
Technical Architect
Artificial Intelligence
Statistical Modeling
Data Modeling"
729,Senior Machine Learning Intern,Quantitative Brokers,Chennai,9-14 Yrs,"Google Analytics
Quantitative research
Social media
Quality systems
Fixed income
Social networking
German
Account management"
730,Senior Tech Lead - Machine Learning,V2Solutions,Mumbai,8-12 Yrs,"Python
scikit
pandas
OpenCV
PyTorch
NumPy
analytical
Linux"
731,Machine Learning Engineer,CHANGE LEADERS CONSULTING,"Mumbai, Hyderabad/Secunderabad, Pune, Chennai",4-7 Yrs,"Machine Learning
AWS
Data Science
Continuous Integration
Version Control
Quality Assurance"
732,Machine Learning Engineer - CI/CD Pipeline,Intelizest Consulting,Chennai,9-14 Yrs,"Data Science
CI/CD Pipeline
Machine Learning
IT Skills
Java
Python
Cloud
AWS"
733,Image Processing Engineer - Machine Learning/Algorithm,Career Maker,Mumbai,3-7 Yrs,"Image Processing
Algorithm
Machine Learning
JAVA
IT Skills
Speech Recognition"
734,Distributed Machine Learning - Platform,Dream11,Mumbai,3-7 Yrs,"Java
Cassandra
Kafka
Data Analysis
Aws
Distributed Systems
Machine Learning
Apache Spark"
735,Machine Learning Internship,BRINGLE EXCELLENCE,Thane,2-6 Yrs,"Computer science
Data analysis
Intern
Machine learning
Tools
Regression
big data
Internship"
736,Computer Vision and Machine Learning Development Engineer,Robert Bosch Engineering and Business Solutions Private Limited,Bangalore/Bengaluru,2-5 Yrs,"Computer vision
Interpersonal skills
Image processing
Analytical
Machine learning
Algorithm development
MATLAB
Automotive"
737,Machine Learning Expert,Wavelabs,Hyderabad,4-8 Yrs,"IT Skills
Python
Machine Learning
Cloud
AWS
Azure
Computer vision
Data analysis"
738,Machine Learning,Cybage Software,Pune,6-11 Yrs,"CI / CD
SQS
Unit testing
Secrets Manager
Bitbucket
Lambda
IAM
API Gateway"
739,Machine Learning Operations (ML_Ops),ValueLabs,"Hyderabad/Secunderabad
(WFH during Covid)",4-8 Yrs,"IT Skills
Python
Data Science
Machine Learning
Cloud
DevOps
Jenkins
sagemaker"
740,Tech Architect- Machine Learning,V2Solutions,Mumbai,10-14 Yrs,"IT Skills
Python
Machine Learning
Technical Architect
Computer vision
Hadoop
Programming
SQL"
741,Machine Learning and Predictive Analytics .,Dream11,Mumbai,4-6 Yrs,"Automation
Linux
Networking
Configuration management
MySQL
Perl
Troubleshooting
Ruby"
742,R&D Expert - NLP/ Machine Learning - Java/ C#/ C++/ Python/ Perl,Career Maker,Bangalore/Bengaluru,7-11 Yrs,"Java
NLP
Machine Learning
Perl
communication
Python
data structures
C++"
743,Technical Lead - Machine Learning,ManpowerGroup Services India Private Limited,Remote,5-8 Yrs,"Pytorch
Artificial Intelligence
Machine Learning
TensorFlow
MXnet
IT Skills"
744,Hiring For Technical Lead - Machine Learning/ AI,ManpowerGroup Services India Private Limited,Remote,4-8 Yrs,"Team lead
machine learning
artificial intelligence
TensorFlow
Pytorch
MXnet
development"
745,R&D Expert - NLP/Machine Learning - Java/C#/C++/Python/Perl,Career Maker,Bangalore/Bengaluru,7-11 Yrs,"C++
NLP
Machine Learning
algorithms
oriented
Java
C#
data structures"
746,R&D Expert - NLP/Machine Learning - Java/C#/C++/Python/Perl,Career Maker,Bangalore/Bengaluru,10-11 Yrs,"C++
Perl
Python
algorithms
oriented
machine learning
Java
C#"
747,Elastic Machine Learning - C/C++/C#/Java/Perl,Career Maker,Bangalore/Bengaluru,5-10 Yrs,"c++
c
java
IT Skills
Software Development
Hadoop
Perl
Machine Learning"
748,Software Development Manager - Machine Learning - Java/Perl/AWS/Agile,Career Maker,Bangalore/Bengaluru,10-15 Yrs,"Java
Perl
AWS
LinuxUnix
Web Services
AgileScrum
Agile
verbal"
749,Senior Machine Learning Engineer,Zilingo.com,Bangalore/Bengaluru,4-9 Yrs,"Computer science
data science
Coding
cassandra
Machine learning
Data structures
private label
big data"
750,Python Developer - Machine Learning (H1B - FY22),Savvysoft Technologies Pvt. Ltd.,USA,6-9 Yrs,"Predictive Modeling
Tensorflow
Multivariate Analysis
Logistic Regression
Factor Analysis
PSICSI
Linear Models
Clustering"
751,Python Developer - Machine Learning (H1B - FY22),Savvysoft Technologies Pvt. Ltd.,USA,6-9 Yrs,"IT Skills
Python
Testing
Data Science
Machine Learning
Cloud
AWS
Predictive Modeling"
752,Machine learning/Deep Learning Engineer Noida/Faridabad,Obox HR Solutions Private Limited,"Noida, Faridabad",4-9 Yrs,"Artificial Intelligence
Python
IT Skills
Machine Learning
Data Science
Scipy
Pandas
sklearn"
753,NLP/Chatbot Engineer - Machine/Deep Learning Algorithms,Info Corporate Service,"Bangalore/Bengaluru
(WFH during Covid)",2-5 Yrs,"NLP
Chatbot
Machine Learning
DialogFlow
NLG tools
Gensim
NLU
analytical"
754,Machine Learning Engineer - GO-PAY,C42 Engineering India Pvt. Ltd.,Bangalore/Bengaluru,3-8 Yrs,"Product management
Computer science
Backend
Prototype
PDF
Machine learning
HTML
Business intelligence"
755,Machine Learning Engineer,Zilingo.com,Bangalore/Bengaluru,2-5 Yrs,"Computer science
data science
Coding
Machine learning
Trend forecasting
Inventory management
Data structures
private label"
756,Job opportunity|Machine learning Engineer|Bangalore,EDUTHRILL SOFTWARE INDIA PRIVATE LIMITED (recruitment firm),Bangalore/Bengaluru(1A Block Koramangala),1-4 Yrs,"SCALA
Machine Learning
Python
Spark"
757,Machine Learning Data Science Practitioner (Opening in MNC)(Bengaluru),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,16-21 Yrs,"Artificial Intelligence
Machine Learning
IT Skills
Big Data
Data Science
Solaris Volume Manager
NoSQL
Regression"
758,Machine Learning Data Science Practitioner (Opening in MNC)(Bengaluru),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,12-17 Yrs,"Artificial Intelligence
Machine Learning
IT Skills
Big Data
Data Science
Solaris Volume Manager
NoSQL
Regression"
759,Machine Learning Manager - R/Python/Java,Career Maker,Hyderabad/Secunderabad,3-8 Yrs,"Java
R
Python
JavaC++
verbal
written communication
predictive modeling
big data analysis"
760,Machine Learning One Of the Renowned Brand,RHODOKS CONSULTANCY AND MANPOWER SOLUTIONS PRIVATE LIMITED,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR
(WFH during Covid)",5-10 Yrs,"AWS
Python
PySpark
IT Skills
Cloud
ML Ops
GCP
ML Flow"
761,Assistant Manager/Manager- Data Scientist,Genpact,"Gurgaon/Gurugram, Bangalore/Bengaluru",4-9 Yrs,"Data Science
python
predictive modeling
Artificial Intelligence
Natural Language Processing
machine learning
Forecasting"
762,Machine Learning Developer/Manager_ Remote,Invicta Esolutions Private Limited,"Gurgaon/Gurugram
(WFH during Covid)",8-13 Yrs,"Kore.ai
Machine Learning
Algorithm Design
Data Structures
Debugging
Performance Tuning
Natural Language Processing
AWS"
763,machine learning engineer,Rectras Business Solutions Pvt Ltd.,Chennai,3-8 Yrs,"Computer science
Text mining
C++
Machine learning
SCALA
Algorithm development
hdfs
Business solutions"
764,Software Engineer - Machine Learning,quora,Mumbai,5-10 Yrs,"Python
Bash
C
debugging
coding
Machine Learning
IT Skills
field"
765,Machine Learning Data Science Practitioner (MNC),Krazy Mantra HR Solutions Pvt. Ltd,Bangalore/Bengaluru,12-22 Yrs,"Data Science
Practitioner Activities
Machine Learning
IT Skills
Java
Scala
Database
Agile"
766,Research Analyst (Machine Learning),REConnect Energy,Bangalore/Bengaluru,1-5 Yrs,"Computer science
Analytical skills
C++
data science
Demand forecasting
MySQL
Machine learning
Programming"
767,Voice AI Engineer - Neural Networks,Ezeiatech Systems Private Limited,Gurgaon/Gurugram,0-5 Yrs,"Java
hidden Markov
deep learning
Python
convolutional neural networks
recurrent neural networks
classification
ANNs"
768,Software Engineer,Infogain India (P) Ltd.,Noida,0-2 Yrs,"Tensorflow
Python
Keras
Genism
Open CV
Pandas
SciPy
Sklearn"
769,Machine Learning Developer,sureevents,Kochi/Cochin,3-6 Yrs,"Impala
Storm
Python
Hive
Sqoop
Hadoop
Spark
Flume"
770,Machine Learning Ops Specialist,C P CAREERS PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5-9 Yrs,"Machine Learning
Artificial Intelligence
MLops
Cloud
GCP/AWS/Azure
learning
Machine"
771,Junior Software Engineer - Data & Analytics,OutSystems,Bangalore/Bengaluru,0-2 Yrs,"IT Skills
Java
Python
Cloud
DevOps
Oracle
Big Data
Computer science"
772,Hiring For Data Science Intern,FLIP ROBO TECHNOLOGIES PRIVATE LIMITED,"Noida, Bangalore/Bengaluru",0-1 Yrs,"Data Science
Natural Language Processing
Machine Learning
Deep Learning
Python"
773,"Senior Analyst, Data Engineering",Dell,Bangalore/Bengaluru,2-5 Yrs,"Power BI
MS SQL Server
Teradata
IT Skills
MS SQL
Predictive Modeling
Business Intelligence
Data Engineering"
774,Machine learning pe,Rectras Business Solutions Pvt Ltd.,Chennai,2-5 Yrs,"Computer science
C++
Algorithms
Machine learning
Subject Matter Expert
closure
Statistics
Principal"
775,Machine Learning/NLP Expert,Busibud Solutions Pvt Ltd,Chandigarh,1-2 Yrs,"R
NLP
Python
IT Skills
Natural Language Processing
Machine Learning"
